id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,lat,long,observe_timestamp,filename
69982159,2021/02/15 3:09 AM GMT,2021-02-15,2021-02-15 03:09:00 UTC,Edinburgh,2875078,garyarmstrong,2021-02-22 12:43:17 UTC,2021-02-22 20:01:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69982159,https://inaturalist-open-data.s3.amazonaws.com/photos/113681446/medium.jpeg,,wood oaks farm,,4,0,False,,"England, GB",51.6238150857,-0.5635284282,15.0,26164,,obscured,True,,,Milan royal,Milvus milvus,Rotmilan,Aves,5267,51.6238150857,-0.5635284282,2021-02-15,photo_151.png
70057280,2021/02/23 3:28 PM GMT,2021-02-23,2021-02-23 15:28:00 UTC,Edinburgh,3024048,pilmar,2021-02-23 21:52:57 UTC,2021-02-24 07:02:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70057280,https://inaturalist-open-data.s3.amazonaws.com/photos/113817136/medium.jpg,,,,1,0,False,,"England, GB",51.640444131,-0.6449802488,82.0,26164,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.640444131,-0.6449802488,2021-02-23,photo_152.png
70203465,2021/02/26 4:28 PM MST,2021-02-26,2021-02-26 23:28:00 UTC,Arizona,770371,janeyd,2021-02-26 17:00:15 UTC,2021-02-26 17:05:39 UTC,research,,https://www.inaturalist.org/observations/70203465,https://static.inaturalist.org/photos/114077153/medium.jpeg,,,,1,0,False,,"Oxfordshire, England, GB",51.829080329,-1.0476890997,15.0,26132,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.829080329,-1.0476890997,2021-02-26,photo_153.png
70454087,Tue Mar 02 2021 16:16:08 GMT+0000 (GMT),2021-03-02,2021-03-02 16:16:08 UTC,Edinburgh,2772246,jf2135,2021-03-02 17:20:56 UTC,2021-03-02 17:31:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70454087,https://inaturalist-open-data.s3.amazonaws.com/photos/114541790/medium.jpg,,,,1,0,False,3.0,"Oxfordshire, England, GB",51.703640823,-1.100928971,622.0,26164,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.703640823,-1.100928971,2021-03-02,photo_154.png
70556078,2021-03-01 4:02:06 PM GMT,2021-03-01,2021-03-01 16:02:06 UTC,Edinburgh,4008239,kate_harding,2021-03-04 15:09:33 UTC,2021-03-04 19:46:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70556078,https://inaturalist-open-data.s3.amazonaws.com/photos/114726356/medium.jpeg,,,,1,0,False,2.0,"England, GB",51.7773342417,-0.5370146478,,26164,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.7773342417,-0.5370146478,2021-03-01,photo_155.png
70675031,Mon Mar 01 2021 15:47:44 GMT+0000 (GMT),2021-03-01,2021-03-01 15:47:44 UTC,UTC,4050688,birdwatchingbird,2021-03-06 17:29:23 UTC,2021-03-06 19:40:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70675031,https://inaturalist-open-data.s3.amazonaws.com/photos/114938112/medium.jpg,,,,2,0,False,3.0,"England, GB",51.5079103667,-0.76418937,8.0,26196,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.5079103667,-0.76418937,2021-03-01,photo_156.png
72430541,2021-03-29 2:01:00 PM GMT+01:00,2021-03-29,2021-03-29 12:01:00 UTC,Amsterdam,2650381,beverlymanz,2021-03-30 09:02:13 UTC,2021-03-30 10:12:46 UTC,research,,https://www.inaturalist.org/observations/72430541,https://static.inaturalist.org/photos/118091679/medium.jpeg,,,,2,0,False,2.0,"England, GB",51.8797951459,-0.7428023212,228.0,26132,,obscured,True,gps,gps,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.8797951459,-0.7428023212,2021-03-29,photo_157.png
72448112,Tue Mar 30 2021 14:12:25 GMT+0100 (GMT+1),2021-03-30,2021-03-30 12:12:25 UTC,Amsterdam,760076,chelsea67,2021-03-30 15:30:20 UTC,2021-09-23 12:41:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72448112,https://inaturalist-open-data.s3.amazonaws.com/photos/118121715/medium.jpg,,,,1,0,False,3.0,"Oxfordshire, England, GB",51.7963757429,-1.1194758612,49.0,26164,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.7963757429,-1.1194758612,2021-03-30,photo_158.png
72481858,2021-03-30 12:59:12 PM GMT+01:00,2021-03-30,2021-03-30 10:59:12 UTC,Amsterdam,4159715,tbeale,2021-03-30 22:21:55 UTC,2021-05-05 09:23:07 UTC,research,CC-BY,https://www.inaturalist.org/observations/72481858,https://inaturalist-open-data.s3.amazonaws.com/photos/118181095/medium.jpeg,,,,2,0,False,2.0,"England, GB",51.5280826789,-0.8532616449,12.0,26196,,obscured,True,gps,gps,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.5280826789,-0.8532616449,2021-03-30,photo_159.png
72538742,2018-02-06,2018-02-06,,London,3130050,nedwards86,2021-03-31 16:55:45 UTC,2021-03-31 17:01:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72538742,https://inaturalist-open-data.s3.amazonaws.com/photos/118284121/medium.jpeg,,,,1,0,False,2.0,"England, GB",51.8484991183,-0.5628975014,113.0,26132,,obscured,True,gps,gps,isohaarahaukka,Milvus milvus,Rotmilan,Aves,5267,51.8484991183,-0.5628975014,2018-02-06,photo_160.png
72898587,2021-04-04 4:31:12 PM GMT+01:00,2021-04-04,2021-04-04 14:31:12 UTC,Amsterdam,3399168,fivebeasts,2021-04-04 15:36:16 UTC,2021-04-06 09:24:27 UTC,research,,https://www.inaturalist.org/observations/72898587,https://static.inaturalist.org/photos/118939718/medium.jpeg,,,,1,0,False,2.0,"England, GB",51.5470096561,-0.6629472073,10.0,26196,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.5470096561,-0.6629472073,2021-04-04,photo_161.png
73636430,Sun Apr 11 2021 17:59:09 GMT +0100 (GMT+1),2021-04-11,2021-04-11 15:59:09 UTC,Amsterdam,2545063,sandynicholson,2021-04-11 17:08:15 UTC,2021-04-11 20:47:56 UTC,research,,https://www.inaturalist.org/observations/73636430,https://inaturalist-open-data.s3.amazonaws.com/photos/120246918/medium.jpeg,,,,2,0,False,333.0,"Buckinghamshire, England, GB",51.6582434199,-0.9962693843,65.0,26164,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.6582434199,-0.9962693843,2021-04-11,photo_162.png
73737670,2021/04/12 8:33 AM BST,2021-04-12,2021-04-12 07:33:00 UTC,London,2401694,williamstephens56,2021-04-12 13:10:28 UTC,2021-04-12 18:16:11 UTC,research,CC-BY,https://www.inaturalist.org/observations/73737670,https://inaturalist-open-data.s3.amazonaws.com/photos/120423125/medium.jpg,,"2021, Birds, Buckinghamshire, England, Europe, Hawks Eagles and Kites, Ivinghoe Beacon, Milvus milvus, Red Kite, UK, _year_",,1,0,False,,"England, GB",51.802267587,-0.678204243,,26132,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.802267587,-0.678204243,2021-04-12,photo_163.png
73760690,Mon Apr 12 2021 17:07:13 GMT+0100 (GMT+1),2021-04-12,2021-04-12 15:07:13 UTC,Amsterdam,382423,nick88,2021-04-12 17:43:02 UTC,2021-07-26 23:24:08 UTC,research,,https://www.inaturalist.org/observations/73760690,https://static.inaturalist.org/photos/120466162/medium.jpg,,,,1,0,False,3.0,"England, GB",51.6277105948,-0.6060621071,4.0,26164,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.6277105948,-0.6060621071,2021-04-12,photo_164.png
73989597,Wed Apr 14 2021 13:07:50 GMT+0100 (GMT+1),2021-04-14,2021-04-14 11:07:50 UTC,Amsterdam,382423,nick88,2021-04-14 22:42:44 UTC,2021-07-26 23:24:08 UTC,research,,https://www.inaturalist.org/observations/73989597,https://static.inaturalist.org/photos/120872480/medium.jpg,,,,1,0,False,3.0,"England, GB",51.7394445196,-0.8023711324,4.0,26164,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.7394445196,-0.8023711324,2021-04-14,photo_165.png
74404074,Sat Jun 17 2017 12:56:10 GMT+0100 (GMT+1),2017-06-17,2017-06-17 10:56:10 UTC,Amsterdam,4232224,jonboran,2021-04-18 18:12:55 UTC,2021-04-18 20:17:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74404074,https://inaturalist-open-data.s3.amazonaws.com/photos/121597884/medium.jpg,,,,1,0,False,3.0,"Oxfordshire, England, GB",51.6517071215,-1.1327767121,,26164,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.6517071215,-1.1327767121,2017-06-17,photo_166.png
74406193,Sat Apr 17 2021 09:54:42 GMT+0100 (GMT+1),2021-04-17,2021-04-17 07:54:42 UTC,Amsterdam,3399728,critteros,2021-04-18 18:26:33 UTC,2021-04-27 21:56:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74406193,https://inaturalist-open-data.s3.amazonaws.com/photos/121601310/medium.jpg,,,,1,0,False,3.0,"England, GB",51.5060299952,-0.4650246901,230.0,26196,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.5060299952,-0.4650246901,2021-04-17,photo_167.png
74514313,2021-04-19 3:02:44 PM GMT+01:00,2021-04-19,2021-04-19 13:02:44 UTC,Amsterdam,1673214,bombdisposalboy,2021-04-19 14:03:39 UTC,2021-04-27 19:41:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74514313,https://inaturalist-open-data.s3.amazonaws.com/photos/121886325/medium.jpeg,,,,1,0,False,2.0,"England, GB",51.4732582773,-0.5957728094,8.0,26196,,obscured,True,gps,gps,Luňák červený,Milvus milvus,Rotmilan,Aves,5267,51.4732582773,-0.5957728094,2021-04-19,photo_168.png
74821256,2021/04/19 6:05 PM BST,2021-04-19,2021-04-19 17:05:00 UTC,London,1411960,mandapanda,2021-04-22 10:06:46 UTC,2021-04-22 14:11:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74821256,https://inaturalist-open-data.s3.amazonaws.com/photos/122336052/medium.jpeg,,,,1,0,False,,"England, GB",51.4742932289,-0.5900320797,,26196,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.4742932289,-0.5900320797,2021-04-19,photo_169.png
75064643,2021/04/24 12:06 PM BST,2021-04-24,2021-04-24 11:06:00 UTC,Edinburgh,3024048,pilmar,2021-04-24 17:50:46 UTC,2021-04-26 09:28:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75064643,https://inaturalist-open-data.s3.amazonaws.com/photos/122759980/medium.jpg,,,,1,0,False,,"England, GB",51.56657314,-0.5927185799,,26196,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.56657314,-0.5927185799,2021-04-24,photo_170.png
76252072,2021-05-01 16:03:05,2021-05-01,2021-05-01 15:03:05 UTC,London,3130050,nedwards86,2021-05-01 19:26:06 UTC,2021-05-01 19:52:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/76252072,https://inaturalist-open-data.s3.amazonaws.com/photos/124739411/medium.jpeg,,,,1,0,False,2.0,"England, GB",51.8581073119,-0.5932914424,129.0,26132,,obscured,True,gps,gps,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.8581073119,-0.5932914424,2021-05-01,photo_171.png
78902778,2021-05-15 18:35:02,2021-05-15,2021-05-15 17:35:02 UTC,London,3130050,nedwards86,2021-05-15 22:09:36 UTC,2021-05-17 15:25:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78902778,https://inaturalist-open-data.s3.amazonaws.com/photos/129178840/medium.jpeg,,,,2,0,False,2.0,"England, GB",51.8706414182,-0.5467331079,472.0,26132,,obscured,True,gps,gps,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.8706414182,-0.5467331079,2021-05-15,photo_172.png
79127354,2021/05/16 9:24 AM BST,2021-05-16,2021-05-16 08:24:00 UTC,Edinburgh,3805907,sallym123,2021-05-17 08:55:23 UTC,2021-05-17 09:33:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79127354,https://inaturalist-open-data.s3.amazonaws.com/photos/129574096/medium.jpeg,,,,1,0,False,,"England, GB",51.5135922087,-1.0487899768,248.0,26196,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.5135922087,-1.0487899768,2021-05-16,photo_173.png
80703831,2021-05-16 14:10:05,2021-05-16,2021-05-16 13:10:05 UTC,London,3187065,willallman,2021-05-29 08:27:48 UTC,2021-05-29 09:48:49 UTC,research,,https://www.inaturalist.org/observations/80703831,https://static.inaturalist.org/photos/132297548/medium.jpeg,,,,1,0,False,2.0,"Buckinghamshire, England, GB",51.6209620381,-0.6543116929,,26164,,obscured,True,gps,gps,Rotmilan,Milvus milvus,Rotmilan,Aves,5267,51.6209620381,-0.6543116929,2021-05-16,photo_174.png
80738185,Sat May 29 2021 16:04:22 GMT +0100 (GMT+1),2021-05-29,2021-05-29 14:04:22 UTC,Amsterdam,3738020,m4tty72,2021-05-29 15:04:32 UTC,2021-05-29 19:21:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/80738185,https://inaturalist-open-data.s3.amazonaws.com/photos/132355019/medium.jpeg,,,,1,0,False,333.0,"England, GB",51.5718961542,-0.9863233357,9.0,26196,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.5718961542,-0.9863233357,2021-05-29,photo_175.png
80867480,Sun May 30 2021 08:40:46 GMT+0100 (GMT+1),2021-05-30,2021-05-30 06:40:46 UTC,Amsterdam,1475038,kevinwoo10,2021-05-30 12:31:16 UTC,2021-05-30 14:59:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/80867480,https://inaturalist-open-data.s3.amazonaws.com/photos/132581958/medium.jpg,,,,1,0,False,3.0,"England, GB",51.4759807233,-0.942528543,64.0,26196,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.4759807233,-0.942528543,2021-05-30,photo_176.png
81009969,Sat May 29 2021 20:24:48 GMT+0100 (GMT+1),2021-05-29,2021-05-29 18:24:48 UTC,Amsterdam,3458318,rhysdixon,2021-05-31 09:28:52 UTC,2021-05-31 18:12:54 UTC,research,,https://www.inaturalist.org/observations/81009969,https://static.inaturalist.org/photos/132829346/medium.jpg,,,,2,0,False,3.0,"England, GB",51.553425522,-0.4939652113,4.0,26196,,obscured,True,,,Rotmilan,Milvus milvus,Rotmilan,Aves,5267,51.553425522,-0.4939652113,2021-05-29,photo_177.png
81167991,Tue Jun 01 2021 14:07:14 GMT +0100 (GMT+1),2021-06-01,2021-06-01 12:07:14 UTC,Amsterdam,4426376,frumiouspiglet,2021-06-01 13:08:18 UTC,2021-06-01 16:14:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/81167991,https://inaturalist-open-data.s3.amazonaws.com/photos/133108703/medium.jpg,,,,1,0,False,333.0,"Oxfordshire, England, GB",51.6373306952,-1.0068977721,86.0,26164,obscured,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.6373306952,-1.0068977721,2021-06-01,photo_178.png
81457610,2021-03-05 09:32:11,2021-03-05,2021-03-05 09:32:11 UTC,London,2514770,wildtests,2021-06-03 17:48:21 UTC,2021-06-03 18:14:13 UTC,research,,https://www.inaturalist.org/observations/81457610,https://static.inaturalist.org/photos/133612177/medium.jpeg,,,,1,0,False,2.0,"England, GB",51.8159110063,-0.7035758933,,26132,,obscured,True,gps,gps,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.8159110063,-0.7035758933,2021-03-05,photo_179.png
81750418,2021/06/05 3:08 PM BST,2021-06-05,2021-06-05 14:08:00 UTC,Edinburgh,2727560,saltwellsbirder,2021-06-05 19:12:14 UTC,2021-06-05 19:21:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/81750418,https://inaturalist-open-data.s3.amazonaws.com/photos/134103719/medium.jpg,,,,2,0,False,,"England, GB",51.6301116489,-0.9713878007,73.0,26164,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.6301116489,-0.9713878007,2021-06-05,photo_180.png
81882748,Sun Jun 06 2021 17:27:57 GMT+0100 (GMT+1),2021-06-06,2021-06-06 15:27:57 UTC,Amsterdam,2635370,donalmcgurk,2021-06-06 16:31:50 UTC,2021-06-06 16:34:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/81882748,https://inaturalist-open-data.s3.amazonaws.com/photos/134334904/medium.jpg,,,,1,0,False,3.0,"Oxfordshire, England, GB",51.7378415938,-1.1274289743,65.0,26164,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.7378415938,-1.1274289743,2021-06-06,photo_181.png
82083570,Sun Jun 06 2021 16:42:58 GMT+0100 (GMT+1),2021-06-06,2021-06-06 14:42:58 UTC,Amsterdam,3932137,davidfhuerta,2021-06-07 22:06:55 UTC,2021-10-07 18:25:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/82083570,https://inaturalist-open-data.s3.amazonaws.com/photos/134690057/medium.jpg,,,,1,0,False,3.0,"Buckinghamshire, England, GB",51.6029434906,-0.8950588956,2000.0,26164,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.6029434906,-0.8950588956,2021-06-06,photo_182.png
82289094,2021-06-09 14:27:12,2021-06-09,2021-06-09 13:27:12 UTC,London,3130050,nedwards86,2021-06-09 13:52:42 UTC,2021-06-09 16:51:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/82289094,https://inaturalist-open-data.s3.amazonaws.com/photos/135045405/medium.jpeg,,,,1,0,False,2.0,"England, GB",51.8092383489,-0.4595366769,176.0,26132,,obscured,True,gps,gps,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.8092383489,-0.4595366769,2021-06-09,photo_183.png
82318541,2019-06-15 16:33:34,2019-06-15,2019-06-15 15:33:34 UTC,London,3130050,nedwards86,2021-06-09 17:45:05 UTC,2021-06-27 21:48:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/82318541,https://inaturalist-open-data.s3.amazonaws.com/photos/135093460/medium.jpeg,,,,2,0,False,2.0,"England, GB",51.8763668369,-0.4888967245,186.0,26132,,obscured,True,gps,gps,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.8763668369,-0.4888967245,2019-06-15,photo_184.png
82674145,2021-06-12 14:14:49,2021-06-12,2021-06-12 13:14:49 UTC,London,2514770,wildtests,2021-06-12 13:35:28 UTC,2021-06-12 21:14:38 UTC,research,,https://www.inaturalist.org/observations/82674145,https://static.inaturalist.org/photos/135713626/medium.jpeg,,,,2,0,False,2.0,"England, GB",51.8382672566,-0.7364032077,,26132,,obscured,True,gps,gps,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.8382672566,-0.7364032077,2021-06-12,photo_185.png
82868292,2021-06-13 17:44:41,2021-06-13,2021-06-13 16:44:41 UTC,London,2770400,chartshorne,2021-06-13 17:09:38 UTC,2021-10-29 11:21:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/82868292,https://inaturalist-open-data.s3.amazonaws.com/photos/136182678/medium.jpeg,,,,1,0,False,2.0,"Oxfordshire, England, GB",51.6040243151,-1.0916529572,9.0,26164,,obscured,True,gps,gps,Red Kite,Milvus milvus milvus,,Aves,718576,51.6040243151,-1.0916529572,2021-06-13,photo_186.png
83050808,Mon Jun 14 2021 11:07:35 GMT+0100 (GMT+1),2021-06-14,2021-06-14 09:07:35 UTC,Amsterdam,4564824,kingo7,2021-06-14 20:50:19 UTC,2021-06-14 22:41:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/83050808,https://inaturalist-open-data.s3.amazonaws.com/photos/136365426/medium.jpg,,,,1,0,False,3.0,"Hertfordshire, England, GB",51.8746862245,-0.554225844,22.0,26132,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.8746862245,-0.554225844,2021-06-14,photo_187.png
83307896,2021/06/16 2:01 PM BST,2021-06-16,2021-06-16 13:01:00 UTC,Edinburgh,3024048,pilmar,2021-06-16 20:37:04 UTC,2021-06-22 21:13:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/83307896,https://inaturalist-open-data.s3.amazonaws.com/photos/136808783/medium.jpg,,,,2,0,False,,"England, GB",51.7962859517,-0.7836775231,1784.0,26164,,obscured,True,,,Rotmilan,Milvus milvus,Rotmilan,Aves,5267,51.7962859517,-0.7836775231,2021-06-16,photo_188.png
83560265,2021/06/12 3:06 PM BST,2021-06-12,2021-06-12 14:06:00 UTC,London,4199621,y_liu_math,2021-06-18 22:00:04 UTC,2021-06-21 15:11:14 UTC,research,CC-BY,https://www.inaturalist.org/observations/83560265,https://inaturalist-open-data.s3.amazonaws.com/photos/137248351/medium.jpeg,,,,3,0,False,,"England, GB",51.7489013473,-0.8748449332,1572.0,26164,,obscured,True,,,Red Kite,Milvus milvus milvus,,Aves,718576,51.7489013473,-0.8748449332,2021-06-12,photo_189.png
83631812,Sat Jun 19 2021 14:38:25 GMT+0100 (GMT+1),2021-06-19,2021-06-19 12:38:25 UTC,Amsterdam,3932137,davidfhuerta,2021-06-19 13:44:29 UTC,2021-10-07 18:25:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/83631812,https://inaturalist-open-data.s3.amazonaws.com/photos/137374701/medium.jpg,,,,1,0,False,3.0,"England, GB",51.5421134344,-0.7814728554,28.0,26196,,obscured,True,,,Milan royal,Milvus milvus,Rotmilan,Aves,5267,51.5421134344,-0.7814728554,2021-06-19,photo_190.png
83711969,2021/06/19 12:52 PM BST,2021-06-19,2021-06-19 11:52:00 UTC,Edinburgh,3024048,pilmar,2021-06-19 23:12:38 UTC,2021-06-22 21:13:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/83711969,https://inaturalist-open-data.s3.amazonaws.com/photos/137509910/medium.jpg,,,,2,0,False,,"England, GB",51.4785781639,-0.892038851,1546.0,26196,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.4785781639,-0.892038851,2021-06-19,photo_191.png
83764819,2021/06/19 5:48 AM MSK,2021-06-19,2021-06-19 02:48:00 UTC,Moscow,3955962,devsnice,2021-06-20 11:10:20 UTC,2021-06-20 11:16:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/83764819,https://inaturalist-open-data.s3.amazonaws.com/photos/137602180/medium.jpg,,,,2,0,False,,"England, GB",51.5716945954,-0.7594389184,111.0,26196,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.5716945954,-0.7594389184,2021-06-19,photo_192.png
85515809,2021-07-03 13:47:12,2021-07-03,2021-07-03 12:47:12 UTC,London,3130050,nedwards86,2021-07-03 19:46:27 UTC,2021-07-06 12:24:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/85515809,https://inaturalist-open-data.s3.amazonaws.com/photos/140710490/medium.jpeg,,,,1,0,False,2.0,"England, GB",51.8898217144,-0.4379881723,67.0,26132,,obscured,True,gps,gps,Milan royal,Milvus milvus,Rotmilan,Aves,5267,51.8898217144,-0.4379881723,2021-07-03,photo_193.png
85949381,2021-07-06 17:00:15,2021-07-06,2021-07-06 16:00:15 UTC,London,3130050,nedwards86,2021-07-06 19:31:52 UTC,2021-07-06 21:57:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/85949381,https://inaturalist-open-data.s3.amazonaws.com/photos/141505556/medium.jpeg,,,,1,0,False,2.0,"England, GB",51.8836150601,-0.5214815063,56.0,26132,,obscured,True,gps,gps,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.8836150601,-0.5214815063,2021-07-06,photo_194.png
86363445,2014/02/12 5:28 PM GMT,2014-02-12,2014-02-12 17:28:00 UTC,London,3320,danielaustin,2021-07-10 03:25:31 UTC,2021-07-10 10:26:40 UTC,research,,https://www.inaturalist.org/observations/86363445,https://static.inaturalist.org/photos/142262708/medium.jpg,,,,1,0,False,,"England, GB",51.7788592723,-0.5111227916,61.0,26164,,obscured,True,,,Milano real,Milvus milvus,Rotmilan,Aves,5267,51.7788592723,-0.5111227916,2014-02-12,photo_195.png
88551008,2021-07-15 18:11:00,2021-07-15,2021-07-15 18:11:00 UTC,UTC,781344,courtney73,2021-07-25 15:18:09 UTC,2021-09-29 23:04:39 UTC,research,,https://www.inaturalist.org/observations/88551008,https://static.inaturalist.org/photos/146113694/medium.jpeg,,,,1,0,False,2.0,"England, GB",51.5736028815,-0.7926901073,3803.0,26196,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.5736028815,-0.7926901073,2021-07-15,photo_196.png
89920319,Mon May 03 2021 12:18:41 GMT+0300 (GMT+3),2021-05-03,2021-05-03 09:18:41 UTC,Baghdad,4806718,kcrinyion,2021-08-04 16:20:03 UTC,2021-08-04 18:47:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89920319,https://inaturalist-open-data.s3.amazonaws.com/photos/148542593/medium.jpg,,,,1,0,False,3.0,"Buckinghamshire, England, GB",51.740983048,-0.6974809094,15.0,26164,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.740983048,-0.6974809094,2021-05-03,photo_197.png
91830618,Tue Jul 27 2021 11:07:27 GMT+0100 (GMT+1),2021-07-27,2021-07-27 09:07:27 UTC,Amsterdam,4887992,general__kenobi,2021-08-20 10:07:48 UTC,2021-08-21 08:44:39 UTC,research,,https://www.inaturalist.org/observations/91830618,https://static.inaturalist.org/photos/151961590/medium.jpg,,,,1,0,False,3.0,"England, GB",51.4779933162,-0.8029338745,29959.0,29959,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.4779933162,-0.8029338745,2021-07-27,photo_198.png
